index,x0,x1,layer,weight,rho,delta,nh,isSeed,clusterId
15334,-30.18,-239.23,15,1,10.5,999,-1,0,-1
15335,-29.61,-238.61,15,1,10.5,999,-1,0,-1
15336,-29.75,-237.72,15,1,10.5,999,-1,0,-1
15337,-29.89,-238.44,15,1,10.5,999,-1,0,-1
15338,-24.61,-241.64,15,1,10.5,999,-1,0,-1
15339,-28.07,-243.1,15,1,10.5,999,-1,0,-1
15340,-129.69,10.22,15,1,15.5,999,-1,0,-1
15341,-129.65,8,15,1,15,999,-1,0,-1
15342,-126.58,7.71,15,1,15,999,-1,0,-1
15343,-128.93,6.55,15,1,15,999,-1,0,-1
15344,-130.25,4.86,15,1,12.5,999,-1,0,-1
15345,-129.5,10.16,15,1,15.5,999,-1,0,-1
15346,-130.25,9.85,15,1,13,999,-1,0,-1
15347,-130.45,6.34,15,1,12.5,999,-1,0,-1
15348,-131,10.06,15,1,13,999,-1,0,-1
15349,-130.59,11.77,15,1,13,999,-1,0,-1
15350,-114.44,8.68,15,1,10.5,999,-1,0,-1
15351,-115.26,9.46,15,1,10.5,999,-1,0,-1
15352,-115.33,7.17,15,1,10.5,999,-1,0,-1
15353,-114.66,7.86,15,1,10.5,999,-1,0,-1
15354,-115.46,8.94,15,1,10.5,999,-1,0,-1
15355,-118.51,6.68,15,1,11.5,999,-1,0,-1
15356,-113.58,11.21,15,1,10.5,999,-1,0,-1
15357,-111.91,9.69,15,1,10.5,999,-1,0,-1
15358,-112.32,11.32,15,1,10.5,999,-1,0,-1
15359,-109.98,10.42,15,1,8,999,-1,0,-1
15360,126.06,-38.26,15,1,5.5,999,-1,0,-1
15361,126.51,-31.4,15,1,5.5,999,-1,0,-1
15362,125.47,-32.81,15,1,5.5,999,-1,0,-1
15363,125.17,-32.88,15,1,5.5,999,-1,0,-1
15364,127.55,-34.89,15,1,5.5,999,-1,0,-1
15365,127.37,-35.62,15,1,5.5,999,-1,0,-1
15366,124.87,-29.78,15,1,5.5,999,-1,0,-1
15367,125.71,-32.04,15,1,5.5,999,-1,0,-1
15368,126.31,-36.83,15,1,5.5,999,-1,0,-1
15369,124.99,-34.21,15,1,5.5,999,-1,0,-1
15370,-230.01,211.55,15,1,5.5,999,-1,0,-1
15371,-232.63,213.02,15,1,5.5,999,-1,0,-1
15372,-232.96,214.36,15,1,5.5,999,-1,0,-1
15373,-229.44,214.23,15,1,5.5,999,-1,0,-1
15374,-234.81,211.62,15,1,5.5,999,-1,0,-1
15375,-234.34,213.19,15,1,5.5,999,-1,0,-1
15376,-232.42,214.85,15,1,5.5,999,-1,0,-1
15377,-230.87,213.88,15,1,5.5,999,-1,0,-1
15378,-232.82,211.71,15,1,5.5,999,-1,0,-1
15379,-231.38,213.15,15,1,5.5,999,-1,0,-1
15380,82.93,-81.59,15,1,8,999,-1,0,-1
15381,81.75,-79.35,15,1,7,999,-1,0,-1
15382,81.29,-81.71,15,1,8.5,999,-1,0,-1
15383,83.57,-81.6,15,1,7.5,999,-1,0,-1
15384,81.24,-84.88,15,1,10.5,999,-1,0,-1
15385,81.39,-81.45,15,1,8,999,-1,0,-1
15386,82.96,-80.51,15,1,7.5,999,-1,0,-1
15387,86.23,-79.57,15,1,7,999,-1,0,-1
15388,81.82,-82.47,15,1,9,999,-1,0,-1
15389,79.39,-81.33,15,1,8,999,-1,0,-1
15390,-172.64,142.56,15,1,10.5,999,-1,0,-1
15391,-168.81,140.22,15,1,9.5,999,-1,0,-1
15392,-171.37,142.1,15,1,10.5,999,-1,0,-1
15393,-169.84,142.39,15,1,10.5,999,-1,0,-1
15394,-170.96,143.72,15,1,10.5,999,-1,0,-1
15395,-169.53,141.68,15,1,10,999,-1,0,-1
15396,-169.85,145.21,15,1,10.5,999,-1,0,-1
15397,-174.85,141.71,15,1,11,999,-1,0,-1
15398,-171.14,141.82,15,1,10.5,999,-1,0,-1
15399,-168.6,142.88,15,1,10.5,999,-1,0,-1
15400,-187,162.36,15,1,10.5,999,-1,0,-1
15401,-187.61,161.72,15,1,10.5,999,-1,0,-1
15402,-188.06,164.15,15,1,10.5,999,-1,0,-1
15403,-188.6,162.46,15,1,10.5,999,-1,0,-1
15404,-186.95,162.46,15,1,10.5,999,-1,0,-1
15405,-186.44,157.25,15,1,11,999,-1,0,-1
15406,-186.18,160.59,15,1,10.5,999,-1,0,-1
15407,-186.66,164.28,15,1,10.5,999,-1,0,-1
15408,-188.43,159.74,15,1,10.5,999,-1,0,-1
15409,-189.27,163.84,15,1,10.5,999,-1,0,-1
15410,-164.83,-193.19,15,1,9.5,999,-1,0,-1
15411,-162.93,-196.34,15,1,10.5,999,-1,0,-1
15412,-166.15,-198.29,15,1,7,999,-1,0,-1
15413,-160.4,-193.82,15,1,10.5,999,-1,0,-1
15414,-164.95,-194.45,15,1,9.5,999,-1,0,-1
15415,-164.82,-189.43,15,1,8,999,-1,0,-1
15416,-165.72,-192.35,15,1,7,999,-1,0,-1
15417,-162.88,-192.71,15,1,10,999,-1,0,-1
15418,-163.09,-193.1,15,1,10,999,-1,0,-1
15419,-163.97,-195.3,15,1,10,999,-1,0,-1
15420,134.4,21.6,15,1,10,999,-1,0,-1
15421,131.31,24.35,15,1,10.5,999,-1,0,-1
15422,130.49,22.5,15,1,11,999,-1,0,-1
15423,131.7,27.58,15,1,10.5,999,-1,0,-1
15424,131.88,23.49,15,1,10.5,999,-1,0,-1
15425,133.41,24.39,15,1,10.5,999,-1,0,-1
15426,133.13,22.86,15,1,10.5,999,-1,0,-1
15427,129.73,24.49,15,1,11,999,-1,0,-1
15428,134.69,22.63,15,1,9.5,999,-1,0,-1
15429,133.61,24.59,15,1,10,999,-1,0,-1
15430,-75.99,-6.77,15,1,7,999,-1,0,-1
15431,-84.03,-10.45,15,1,15.5,999,-1,0,-1
15432,-82.94,-8.74,15,1,11.5,999,-1,0,-1
15433,-79.81,-11.65,15,1,13,999,-1,0,-1
15434,-84.65,-6.67,15,1,8.5,999,-1,0,-1
15435,-81.14,-11.19,15,1,13.5,999,-1,0,-1
15436,-79.46,-8.21,15,1,8,999,-1,0,-1
15437,-80.35,-11.57,15,1,13.5,999,-1,0,-1
15438,-80.06,-13.87,15,1,15,999,-1,0,-1
15439,-75.86,-9.92,15,1,9,999,-1,0,-1
15440,177.27,-125.45,15,1,6,999,-1,0,-1
15441,180.99,-125.74,15,1,6,999,-1,0,-1
15442,181.17,-129.73,15,1,6,999,-1,0,-1
15443,182.39,-126.25,15,1,6,999,-1,0,-1
15444,175.75,-128.38,15,1,6,999,-1,0,-1
15445,182.02,-125.9,15,1,6,999,-1,0,-1
15446,177.79,-126.69,15,1,6,999,-1,0,-1
15447,178.98,-127.76,15,1,6,999,-1,0,-1
15448,178.4,-126.82,15,1,6,999,-1,0,-1
15449,180.64,-127.97,15,1,6,999,-1,0,-1
15450,86.32,-208.81,15,1,6,999,-1,0,-1
15451,87.12,-205.85,15,1,6,999,-1,0,-1
15452,87.34,-206.78,15,1,6,999,-1,0,-1
15453,87.91,-210.69,15,1,5.5,999,-1,0,-1
15454,90.8,-207.99,15,1,6,999,-1,0,-1
15455,85.31,-205.99,15,1,6,999,-1,0,-1
15456,84.92,-209.28,15,1,6,999,-1,0,-1
15457,85.62,-211.95,15,1,5.5,999,-1,0,-1
15458,87.98,-205.88,15,1,6,999,-1,0,-1
15459,81.03,-205.13,15,1,6,999,-1,0,-1
15460,-63.45,-210.05,15,1,10.5,999,-1,0,-1
15461,-62.95,-207.21,15,1,10.5,999,-1,0,-1
15462,-59.53,-206.42,15,1,10.5,999,-1,0,-1
15463,-63.73,-205.77,15,1,10.5,999,-1,0,-1
15464,-61.66,-207.74,15,1,10.5,999,-1,0,-1
15465,-60.23,-209.72,15,1,10.5,999,-1,0,-1
15466,-64.68,-205.53,15,1,10.5,999,-1,0,-1
15467,-60.61,-209.69,15,1,10.5,999,-1,0,-1
15468,-65.49,-207.56,15,1,10,999,-1,0,-1
15469,-61.81,-206.78,15,1,10.5,999,-1,0,-1
15470,-0.53,-48.99,15,1,19,999,-1,0,-1
15471,1.25,-52.13,15,1,17,999,-1,0,-1
15472,3.82,-46.89,15,1,16,999,-1,0,-1
15473,-4.25,-48.79,15,1,20,999,-1,0,-1
15474,1.78,-51.22,15,1,16,999,-1,0,-1
15475,-2.31,-45.93,15,1,19,999,-1,0,-1
15476,0.63,-46.3,15,1,17,999,-1,0,-1
15477,-1.75,-46.76,15,1,19,999,-1,0,-1
15478,-0.46,-51.19,15,1,18,999,-1,0,-1
15479,1.63,-49.28,15,1,17,999,-1,0,-1
15480,-41.72,236.48,15,1,5.5,999,-1,0,-1
15481,-37.74,234.24,15,1,5.5,999,-1,0,-1
15482,-34.11,236.91,15,1,5.5,999,-1,0,-1
15483,-36.17,236.91,15,1,5.5,999,-1,0,-1
15484,-41.44,234.19,15,1,5.5,999,-1,0,-1
15485,-34.38,237.5,15,1,5.5,999,-1,0,-1
15486,-38.37,235.27,15,1,5.5,999,-1,0,-1
15487,-36.82,237.83,15,1,5.5,999,-1,0,-1
15488,-40.72,234.67,15,1,5.5,999,-1,0,-1
15489,-36.96,239.71,15,1,5.5,999,-1,0,-1
15490,-82.52,28.41,15,1,5.5,999,-1,0,-1
15491,-80.54,31.63,15,1,5.5,999,-1,0,-1
15492,-81.2,31.37,15,1,5.5,999,-1,0,-1
15493,-77.31,35.3,15,1,5.5,999,-1,0,-1
15494,-82.79,31.27,15,1,5.5,999,-1,0,-1
15495,-81.47,28.73,15,1,5.5,999,-1,0,-1
15496,-83.06,32.46,15,1,5.5,999,-1,0,-1
15497,-80.59,35.59,15,1,5.5,999,-1,0,-1
15498,-77.91,32.94,15,1,5.5,999,-1,0,-1
15499,-76.93,36.08,15,1,5.5,999,-1,0,-1
15500,-77.7,-114.44,15,1,8,999,-1,0,-1
15501,-77.83,-116.89,15,1,7,999,-1,0,-1
15502,-78.62,-110.67,15,1,9.5,999,-1,0,-1
15503,-81.21,-117.2,15,1,9,999,-1,0,-1
15504,-79.53,-114.61,15,1,9,999,-1,0,-1
15505,-81.17,-114.65,15,1,9.5,999,-1,0,-1
15506,-79.1,-112.35,15,1,8.5,999,-1,0,-1
15507,-78.03,-112.97,15,1,8.5,999,-1,0,-1
15508,-78.87,-111.82,15,1,8.5,999,-1,0,-1
15509,-79.66,-114.03,15,1,9,999,-1,0,-1
15510,109.18,209.87,15,1,6.5,999,-1,0,-1
15511,107.81,212.24,15,1,6.5,999,-1,0,-1
15512,109.33,208.88,15,1,6.5,999,-1,0,-1
15513,107.11,209.53,15,1,6.5,999,-1,0,-1
15514,108.31,211.72,15,1,6.5,999,-1,0,-1
15515,109.77,208.28,15,1,6.5,999,-1,0,-1
15516,110.73,211.03,15,1,6.5,999,-1,0,-1
15517,107.73,207.62,15,1,6.5,999,-1,0,-1
15518,109.9,207.96,15,1,6.5,999,-1,0,-1
15519,110.22,211.51,15,1,6.5,999,-1,0,-1
15520,-100.48,213.8,15,1,5.5,999,-1,0,-1
15521,-95.25,212.26,15,1,5.5,999,-1,0,-1
15522,-97.29,218.27,15,1,5.5,999,-1,0,-1
15523,-97.01,216.37,15,1,5.5,999,-1,0,-1
15524,-97.73,217.32,15,1,5.5,999,-1,0,-1
15525,-98.47,216.23,15,1,5.5,999,-1,0,-1
15526,-99.16,213.09,15,1,5.5,999,-1,0,-1
15527,-98.47,216.08,15,1,5.5,999,-1,0,-1
15528,-99.24,214.48,15,1,5.5,999,-1,0,-1
15529,-96.57,219.69,15,1,5.5,999,-1,0,-1
15530,-18.03,-97.53,15,1,6,999,-1,0,-1
15531,-13.84,-95.66,15,1,6,999,-1,0,-1
15532,-15.65,-95.53,15,1,6,999,-1,0,-1
15533,-18.64,-97.08,15,1,6,999,-1,0,-1
15534,-13.69,-90.51,15,1,6,999,-1,0,-1
15535,-18.04,-94.67,15,1,6,999,-1,0,-1
15536,-17.49,-98.56,15,1,6,999,-1,0,-1
15537,-15.67,-97.67,15,1,6,999,-1,0,-1
15538,-20.43,-99.15,15,1,6,999,-1,0,-1
15539,-13.24,-94.4,15,1,6,999,-1,0,-1
15540,-8.13,-39.31,15,1,15.5,999,-1,0,-1
15541,-8.85,-39.36,15,1,15.5,999,-1,0,-1
15542,-8.26,-34.46,15,1,11.5,999,-1,0,-1
15543,-6.34,-41.38,15,1,16,999,-1,0,-1
15544,-4.02,-37.73,15,1,15.5,999,-1,0,-1
15545,-10.63,-36.65,15,1,14,999,-1,0,-1
15546,-8.4,-37.47,15,1,14.5,999,-1,0,-1
15547,-6.71,-36.78,15,1,12.5,999,-1,0,-1
15548,-10.46,-39.72,15,1,15.5,999,-1,0,-1
15549,-8.29,-40.14,15,1,15.5,999,-1,0,-1
15550,-38.87,67.64,15,1,5.5,999,-1,0,-1
15551,-40.89,66.71,15,1,5.5,999,-1,0,-1
15552,-40.48,69.76,15,1,5.5,999,-1,0,-1
15553,-38.05,66.95,15,1,5.5,999,-1,0,-1
15554,-39.96,66.93,15,1,5.5,999,-1,0,-1
15555,-38.93,70.46,15,1,5.5,999,-1,0,-1
15556,-39.53,66.23,15,1,5.5,999,-1,0,-1
15557,-35.6,64.89,15,1,5.5,999,-1,0,-1
15558,-37.33,65.58,15,1,5.5,999,-1,0,-1
15559,-34.82,63.07,15,1,5.5,999,-1,0,-1
15560,32.95,-103.92,15,1,5.5,999,-1,0,-1
15561,35.6,-106.12,15,1,5.5,999,-1,0,-1
15562,35.43,-100.76,15,1,5.5,999,-1,0,-1
15563,36.96,-104.65,15,1,5.5,999,-1,0,-1
15564,38.29,-105.32,15,1,5.5,999,-1,0,-1
15565,37.59,-101.73,15,1,5.5,999,-1,0,-1
15566,35.58,-106,15,1,5.5,999,-1,0,-1
15567,38.5,-105.04,15,1,5.5,999,-1,0,-1
15568,34.7,-101.36,15,1,5.5,999,-1,0,-1
15569,32.59,-106.43,15,1,5.5,999,-1,0,-1
15570,-180.48,153.37,15,1,15.5,999,-1,0,-1
15571,-183.77,154.78,15,1,15,999,-1,0,-1
15572,-182.49,154.46,15,1,15.5,999,-1,0,-1
15573,-182.14,157.45,15,1,14.5,999,-1,0,-1
15574,-181.41,152.31,15,1,15.5,999,-1,0,-1
15575,-182.27,154.46,15,1,15.5,999,-1,0,-1
15576,-181.69,155.16,15,1,15.5,999,-1,0,-1
15577,-180.34,153.75,15,1,15.5,999,-1,0,-1
15578,-179.73,150.56,15,1,15.5,999,-1,0,-1
15579,-181.26,153.01,15,1,15.5,999,-1,0,-1
15580,83.59,-144.13,15,1,6,999,-1,0,-1
15581,80.48,-142.5,15,1,6,999,-1,0,-1
15582,81.98,-143.29,15,1,6,999,-1,0,-1
15583,85.09,-143.2,15,1,6,999,-1,0,-1
15584,82.39,-144.33,15,1,6,999,-1,0,-1
15585,82.07,-144.91,15,1,6,999,-1,0,-1
15586,80.5,-146.42,15,1,6,999,-1,0,-1
15587,78.93,-144.96,15,1,6,999,-1,0,-1
15588,78.86,-143.47,15,1,6,999,-1,0,-1
15589,85.28,-142.22,15,1,6,999,-1,0,-1
15590,219.47,-112.79,15,1,5.5,999,-1,0,-1
15591,216.6,-111.31,15,1,5.5,999,-1,0,-1
15592,218.81,-110.58,15,1,5.5,999,-1,0,-1
15593,221.9,-108.12,15,1,5.5,999,-1,0,-1
15594,216.36,-110.57,15,1,5.5,999,-1,0,-1
15595,221.72,-110.42,15,1,5.5,999,-1,0,-1
15596,217.08,-110.33,15,1,5.5,999,-1,0,-1
15597,218.08,-110.07,15,1,5.5,999,-1,0,-1
15598,219.08,-114.61,15,1,5.5,999,-1,0,-1
15599,222.2,-111.42,15,1,5.5,999,-1,0,-1
15600,-33.6,119.32,15,1,5.5,999,-1,0,-1
15601,-35.4,113.21,15,1,5.5,999,-1,0,-1
15602,-36.76,114.66,15,1,5.5,999,-1,0,-1
15603,-34.1,115.26,15,1,5.5,999,-1,0,-1
15604,-39.54,113.68,15,1,5.5,999,-1,0,-1
15605,-31.4,114.49,15,1,5.5,999,-1,0,-1
15606,-34.09,117.24,15,1,5.5,999,-1,0,-1
15607,-35.72,118.54,15,1,5.5,999,-1,0,-1
15608,-33.98,114.57,15,1,5.5,999,-1,0,-1
15609,-38.38,112.3,15,1,5.5,999,-1,0,-1
15610,-60,-144.23,15,1,6,999,-1,0,-1
15611,-59.76,-146.28,15,1,7,999,-1,0,-1
15612,-54.98,-153,15,1,11,999,-1,0,-1
15613,-57.64,-150.57,15,1,10.5,999,-1,0,-1
15614,-59.88,-146.43,15,1,7,999,-1,0,-1
15615,-58.89,-147.03,15,1,8,999,-1,0,-1
15616,-55.05,-148.88,15,1,10,999,-1,0,-1
15617,-60.17,-149.41,15,1,10.5,999,-1,0,-1
15618,-60.62,-150.23,15,1,10.5,999,-1,0,-1
15619,-59.47,-147.19,15,1,8,999,-1,0,-1
15620,-67.59,202.85,15,1,5.5,999,-1,0,-1
15621,-69.88,204.78,15,1,5.5,999,-1,0,-1
15622,-67.11,200.12,15,1,5.5,999,-1,0,-1
15623,-73.69,202.47,15,1,5.5,999,-1,0,-1
15624,-64.14,201.85,15,1,5.5,999,-1,0,-1
15625,-67.72,203.71,15,1,5.5,999,-1,0,-1
15626,-70.91,204.82,15,1,5.5,999,-1,0,-1
15627,-68.97,206.53,15,1,5.5,999,-1,0,-1
15628,-68.77,202.83,15,1,5.5,999,-1,0,-1
15629,-64.92,201.65,15,1,5.5,999,-1,0,-1
15630,28.88,135.8,15,1,6,999,-1,0,-1
15631,29.97,135.9,15,1,6,999,-1,0,-1
15632,25.17,141.7,15,1,6,999,-1,0,-1
15633,26.78,137.69,15,1,6,999,-1,0,-1
15634,30.45,137.36,15,1,6,999,-1,0,-1
15635,27.39,135.23,15,1,6,999,-1,0,-1
15636,28.29,138.1,15,1,6,999,-1,0,-1
15637,29.65,141.31,15,1,5.5,999,-1,0,-1
15638,28.08,139.03,15,1,6,999,-1,0,-1
15639,27.66,137.05,15,1,6,999,-1,0,-1
15640,-97.54,-120.03,15,1,6.5,999,-1,0,-1
15641,-101.31,-119.31,15,1,5.5,999,-1,0,-1
15642,-103.28,-118.96,15,1,5.5,999,-1,0,-1
15643,-101.39,-123.91,15,1,5.5,999,-1,0,-1
15644,-96.7,-123.76,15,1,6.5,999,-1,0,-1
15645,-100.3,-118.9,15,1,5.5,999,-1,0,-1
15646,-95.2,-122.39,15,1,6.5,999,-1,0,-1
15647,-95.58,-119.62,15,1,6.5,999,-1,0,-1
15648,-97.55,-122.85,15,1,6.5,999,-1,0,-1
15649,-99.34,-122.37,15,1,6.5,999,-1,0,-1
15650,15.02,-38.56,15,1,10.5,999,-1,0,-1
15651,12.54,-38.06,15,1,12,999,-1,0,-1
15652,8.41,-37.68,15,1,16,999,-1,0,-1
15653,11.63,-40.47,15,1,13,999,-1,0,-1
15654,9.55,-38.24,15,1,15,999,-1,0,-1
15655,13.04,-35.52,15,1,10,999,-1,0,-1
15656,12.58,-40.66,15,1,12,999,-1,0,-1
15657,13.01,-39.17,15,1,12,999,-1,0,-1
15658,11.13,-38.44,15,1,14.5,999,-1,0,-1
15659,11.66,-37.56,15,1,13,999,-1,0,-1
15660,141.7,211.04,15,1,5.5,999,-1,0,-1
15661,144.18,213.57,15,1,5.5,999,-1,0,-1
15662,137.52,212.43,15,1,5.5,999,-1,0,-1
15663,140.11,215.15,15,1,5.5,999,-1,0,-1
15664,140.88,212.69,15,1,5.5,999,-1,0,-1
15665,137.98,213.24,15,1,5.5,999,-1,0,-1
15666,139.18,214.17,15,1,5.5,999,-1,0,-1
15667,138.96,214.01,15,1,5.5,999,-1,0,-1
15668,143.15,211.65,15,1,5.5,999,-1,0,-1
15669,139.69,211.87,15,1,5.5,999,-1,0,-1
15670,157.27,-169.03,15,1,6,999,-1,0,-1
15671,159.89,-169.28,15,1,5.5,999,-1,0,-1
15672,159.57,-170.32,15,1,5.5,999,-1,0,-1
15673,162.1,-171.36,15,1,5.5,999,-1,0,-1
15674,161.3,-172.56,15,1,5.5,999,-1,0,-1
15675,159.34,-172.89,15,1,5.5,999,-1,0,-1
15676,162.58,-170.9,15,1,5.5,999,-1,0,-1
15677,161.63,-171.67,15,1,5.5,999,-1,0,-1
15678,162.93,-169.75,15,1,5.5,999,-1,0,-1
15679,164.47,-171.31,15,1,5.5,999,-1,0,-1
15680,73.51,-40.62,15,1,5.5,999,-1,0,-1
15681,72.39,-39.36,15,1,5.5,999,-1,0,-1
15682,71.34,-42.24,15,1,5.5,999,-1,0,-1
15683,73.98,-42.69,15,1,5.5,999,-1,0,-1
15684,74.56,-38.64,15,1,5.5,999,-1,0,-1
15685,77.15,-42.09,15,1,5.5,999,-1,0,-1
15686,72.82,-46.71,15,1,5.5,999,-1,0,-1
15687,75.69,-41.44,15,1,5.5,999,-1,0,-1
15688,79.59,-40.28,15,1,6,999,-1,0,-1
15689,69.89,-39.05,15,1,5.5,999,-1,0,-1
15690,18.53,14.93,15,1,5.5,999,-1,0,-1
15691,20.65,21.69,15,1,5.5,999,-1,0,-1
15692,17.4,21.49,15,1,5.5,999,-1,0,-1
15693,22.03,23.44,15,1,5.5,999,-1,0,-1
15694,18.94,16.83,15,1,5.5,999,-1,0,-1
15695,16.69,22.29,15,1,5.5,999,-1,0,-1
15696,19.22,16.46,15,1,5.5,999,-1,0,-1
15697,16.47,17.37,15,1,5.5,999,-1,0,-1
15698,19.06,17.31,15,1,5.5,999,-1,0,-1
15699,17.4,18.47,15,1,5.5,999,-1,0,-1
15700,234.94,-180.68,15,1,5.5,999,-1,0,-1
15701,242.24,-180.94,15,1,5.5,999,-1,0,-1
15702,238,-182.12,15,1,5.5,999,-1,0,-1
15703,241.35,-180.65,15,1,5.5,999,-1,0,-1
15704,236.92,-186.12,15,1,5.5,999,-1,0,-1
15705,236.2,-180.58,15,1,5.5,999,-1,0,-1
15706,238.25,-181.98,15,1,5.5,999,-1,0,-1
15707,239.83,-180.97,15,1,5.5,999,-1,0,-1
15708,239.44,-183.08,15,1,5.5,999,-1,0,-1
15709,235.14,-180.29,15,1,5.5,999,-1,0,-1
15710,213.18,-160.05,15,1,5.5,999,-1,0,-1
15711,212.77,-163.18,15,1,5.5,999,-1,0,-1
15712,215.42,-161.39,15,1,5.5,999,-1,0,-1
15713,213.3,-163.03,15,1,5.5,999,-1,0,-1
15714,217.51,-160.09,15,1,5.5,999,-1,0,-1
15715,216.6,-160.65,15,1,5.5,999,-1,0,-1
15716,214.04,-159.21,15,1,5.5,999,-1,0,-1
15717,216.41,-158.24,15,1,5.5,999,-1,0,-1
15718,215.06,-157.49,15,1,5.5,999,-1,0,-1
15719,216.27,-159.64,15,1,5.5,999,-1,0,-1
15720,-49.92,-218.3,15,1,10.5,999,-1,0,-1
15721,-56.29,-220.96,15,1,10.5,999,-1,0,-1
15722,-55.24,-218.1,15,1,10.5,999,-1,0,-1
15723,-51.55,-215.86,15,1,10.5,999,-1,0,-1
15724,-52.21,-215.53,15,1,10.5,999,-1,0,-1
15725,-51.19,-217.83,15,1,10.5,999,-1,0,-1
15726,-54.71,-217.12,15,1,10.5,999,-1,0,-1
15727,-51.03,-212.95,15,1,10.5,999,-1,0,-1
15728,-50.98,-214.58,15,1,10.5,999,-1,0,-1
15729,-53.72,-218.54,15,1,10.5,999,-1,0,-1
15730,-195.83,-206.48,15,1,6,999,-1,0,-1
15731,-193.62,-201.98,15,1,6,999,-1,0,-1
15732,-191.42,-207.5,15,1,6,999,-1,0,-1
15733,-190.66,-206.37,15,1,6,999,-1,0,-1
15734,-191.15,-204.33,15,1,6,999,-1,0,-1
15735,-192.98,-206.73,15,1,6,999,-1,0,-1
15736,-192.19,-205.55,15,1,6,999,-1,0,-1
15737,-195.9,-203.47,15,1,6,999,-1,0,-1
15738,-194.54,-208.51,15,1,6,999,-1,0,-1
15739,-190.29,-203.69,15,1,6,999,-1,0,-1
15740,-16.82,-54.15,15,1,11.5,999,-1,0,-1
15741,-18.76,-58.58,15,1,6.5,999,-1,0,-1
15742,-18.73,-54.28,15,1,11.5,999,-1,0,-1
15743,-19.04,-54.56,15,1,11,999,-1,0,-1
15744,-17.74,-56.04,15,1,9,999,-1,0,-1
15745,-21.71,-52.01,15,1,9,999,-1,0,-1
15746,-20.98,-56.58,15,1,5.5,999,-1,0,-1
15747,-15.62,-54.2,15,1,12,999,-1,0,-1
15748,-17.38,-58.05,15,1,8.5,999,-1,0,-1
15749,-18.38,-54.79,15,1,11.5,999,-1,0,-1
15750,-219.01,56.44,15,1,5.5,999,-1,0,-1
15751,-217.59,56,15,1,5.5,999,-1,0,-1
15752,-216.43,58.02,15,1,5.5,999,-1,0,-1
15753,-215.34,55.15,15,1,5.5,999,-1,0,-1
15754,-216.07,54.81,15,1,5.5,999,-1,0,-1
15755,-215.3,55.75,15,1,5.5,999,-1,0,-1
15756,-217.06,51.05,15,1,5.5,999,-1,0,-1
15757,-217.21,62.32,15,1,5.5,999,-1,0,-1
15758,-218.29,55.68,15,1,5.5,999,-1,0,-1
15759,-218.43,58.35,15,1,5.5,999,-1,0,-1
15760,-139.44,6.57,15,1,11,999,-1,0,-1
15761,-139.75,5.62,15,1,11,999,-1,0,-1
15762,-138.42,4.68,15,1,10.5,999,-1,0,-1
15763,-139.93,2.76,15,1,10.5,999,-1,0,-1
15764,-136.27,0.78,15,1,10.5,999,-1,0,-1
15765,-140.49,5.65,15,1,11,999,-1,0,-1
15766,-136.78,5.03,15,1,11,999,-1,0,-1
15767,-138.28,3.36,15,1,10.5,999,-1,0,-1
15768,-143.15,3.89,15,1,10.5,999,-1,0,-1
15769,-137.54,-0.06,15,1,10.5,999,-1,0,-1
15770,-176.5,-92.25,15,1,5.5,999,-1,0,-1
15771,-173.68,-92.47,15,1,5.5,999,-1,0,-1
15772,-178.44,-89.21,15,1,5.5,999,-1,0,-1
15773,-178.37,-85.78,15,1,5.5,999,-1,0,-1
15774,-179.61,-91.76,15,1,5.5,999,-1,0,-1
15775,-177.96,-91.72,15,1,5.5,999,-1,0,-1
15776,-177.72,-86.5,15,1,5.5,999,-1,0,-1
15777,-179.71,-90.42,15,1,5.5,999,-1,0,-1
15778,-179.09,-89.11,15,1,5.5,999,-1,0,-1
15779,-178.93,-93.48,15,1,5.5,999,-1,0,-1
15780,-104.24,-22.2,15,1,11,999,-1,0,-1
15781,-105.71,-17.9,15,1,11,999,-1,0,-1
15782,-106.15,-18.1,15,1,11,999,-1,0,-1
15783,-105.37,-19.23,15,1,11,999,-1,0,-1
15784,-107,-19.95,15,1,11,999,-1,0,-1
15785,-104.92,-22.3,15,1,11,999,-1,0,-1
15786,-107.27,-19.2,15,1,11,999,-1,0,-1
15787,-105.9,-22.39,15,1,11,999,-1,0,-1
15788,-106.96,-21.78,15,1,11,999,-1,0,-1
15789,-104.9,-21.31,15,1,11,999,-1,0,-1
15790,-107.09,102.3,15,1,5.5,999,-1,0,-1
15791,-103.99,100.24,15,1,5.5,999,-1,0,-1
15792,-106.94,99.24,15,1,5.5,999,-1,0,-1
15793,-105.2,99.37,15,1,5.5,999,-1,0,-1
15794,-102.79,100.62,15,1,5.5,999,-1,0,-1
15795,-104.59,102.03,15,1,5.5,999,-1,0,-1
15796,-106.01,97.89,15,1,5.5,999,-1,0,-1
15797,-101.32,100.07,15,1,5.5,999,-1,0,-1
15798,-107.02,101.68,15,1,5.5,999,-1,0,-1
15799,-106.28,98.45,15,1,5.5,999,-1,0,-1
15800,191.03,-38.51,15,1,6.5,999,-1,0,-1
15801,190.59,-36.34,15,1,7,999,-1,0,-1
15802,191.6,-37,15,1,7,999,-1,0,-1
15803,190.71,-35.82,15,1,7,999,-1,0,-1
15804,192.39,-33.91,15,1,9.5,999,-1,0,-1
15805,189.33,-38.04,15,1,7,999,-1,0,-1
